2 2 2 7402 2214 1 0 
3 3 3 7993 2504 1 0 
4 4 4 6655 1993 1 0 
5 5 5 11209 4286 1 0 
6 6 6 12099 4802 1 0 
7 7 7 13613 5350 1 0 
8 8 8 10154 4159 1 0 
9 9 9 18899 9010 1 0 
10 10 10 20669 9886 1 0 
11 11 11 22867 10794 1 0 
12 12 12 17350 9207 1 0 
13 13 13 31046 17506 1 0 
14 14 14 33088 18844 1 0 
15 15 15 35282 20214 1 0 
16 16 16 29915 18361 1 0 
17 17 17 50074 31054 1 0 
18 18 18 53235 33084 1 0 
19 19 19 55900 34890 1 0 
20 20 20 49763 32845 1 0 
21 21 21 77418 50822 1 0 
22 22 22 81178 53390 1 0 
23 23 23 85117 55990 1 0 
24 24 24 78288 53883 1 0 
25 25 25 114760 78062 1 0 
26 26 26 119549 81398 1 0 
27 27 27 124556 84766 1 0 
28 28 28 117217 82699 1 0 
29 29 29 164217 113998 1 0 
30 30 30 170256 118204 1 0 
31 31 31 176412 122442 1 0 
32 32 32 168041 120517 1 0 
33 33 33 227472 160276 1 0 
34 34 34 234698 165454 1 0 
35 35 35 242050 170664 1 0 
36 36 36 233594 169098 1 0 
37 37 37 304044 217422 1 0 
38 38 38 312779 223674 1 0 
39 39 39 321897 229958 1 0 
40 40 40 313053 228637 1 0 
41 41 41 397240 286849 1 0 
42 42 42 407575 294277 1 0 
43 43 43 418649 301737 1 0 
44 44 44 409830 300850 1 0 
45 45 45 508770 369854 1 0 
46 46 46 522036 378560 1 0 
47 47 47 535485 387298 1 0 
48 48 48 527577 386961 1 0 
49 49 49 645346 467689 1 0 
50 50 50 660960 477775 1 0 
51 51 51 677232 487893 1 0 
52 52 52 668977 488194 1 0 
53 53 53 804909 581550 1 0 
54 54 54 822478 593118 1 0 
55 55 55 840731 604718 1 0 
56 56 56 830438 605773 1 0 
57 57 57 984827 712675 1 0 
58 58 58 1003095 725827 1 0 
59 59 59 1021586 739011 1 0 
60 60 60 1012570 740922 1 0 
61 61 61 1184951 862288 1 0 
62 62 62 1206030 877126 1 0 
63 63 63 1227049 891996 1 0 
64 64 64 1219267 894865 1 0 
64 64 64 1219267 894865 1 0 
72 72 72 1753824 1285832 1 0 
80 80 80 2389979 1749332 1 0 
88 88 88 3137169 2312912 1 0 
96 96 96 4061460 2986364 1 0 
104 104 104 5161498 3782084 1 0 
112 112 112 6410840 4704836 1 0 
120 120 120 7852349 5766836 1 0 
128 128 128 9509447 6977876 1 0 
192 192 192 32019331 23562509 1 0 
256 256 256 75339442 55497075 1 0 
2 2 2 8279 2432 2 0 
3 3 3 8871 2722 2 0 
4 4 4 7491 2211 2 0 
5 5 5 9002 2874 2 0 
6 6 6 9292 3017 2 1 
7 7 7 9897 3160 2 1 
8 8 8 9299 3040 2 0 
9 9 9 16898 7208 2 0 
10 10 10 18470 7890 2 0 
11 11 11 20350 8604 2 0 
12 12 12 14524 6851 2 0 
13 13 13 18174 9006 2 0 
14 14 14 18748 9496 2 1 
15 15 15 19522 9986 2 1 
16 16 16 19533 10141 2 0 
17 17 17 36105 20476 2 0 
18 18 18 38499 21914 2 0 
19 19 19 40321 23128 2 0 
20 20 20 33442 20519 2 0 
21 21 21 40190 25142 2 0 
22 22 22 41446 26183 2 0 
23 23 23 42979 27224 2 0 
24 24 24 43696 27902 2 0 
25 25 25 73027 47028 2 0 
26 26 26 76340 49170 2 0 
27 27 27 79730 51344 2 0 
28 28 28 70881 48111 2 0 
29 29 29 82629 56194 2 0 
30 30 30 85225 57990 2 0 
31 31 31 87691 59786 2 0 
32 32 32 89485 61219 2 0 
33 33 33 136532 92059 2 0 
34 34 34 140433 95237 2 0 
35 35 35 145147 98447 2 0 
36 36 36 134041 94895 2 0 
40 40 40 161607 115360 2 0 
41 41 41 227457 160069 2 0 
42 42 42 234074 164487 2 0 
43 43 43 240892 168937 2 0 
44 44 44 228457 165068 2 0 
48 48 48 273241 194522 2 0 
49 49 49 362746 255992 2 0 
50 50 50 370746 261854 2 0 
51 51 51 380015 267748 2 0 
52 52 52 366612 263853 2 0 
53 53 53 402615 288450 2 0 
54 54 54 410675 293735 2 0 
55 55 55 418181 299020 2 0 
56 56 56 425838 303928 2 0 
57 57 57 541805 384797 2 0 
58 58 58 552673 392307 2 0 
59 59 59 563818 399849 2 0 
60 60 60 547568 396146 2 0 
61 61 61 593592 428283 2 0 
62 62 62 601891 435139 2 0 
63 63 63 612104 441995 2 0 
64 64 64 626263 448474 2 0 
64 64 64 626263 448474 2 0 
72 72 72 903146 644350 2 0 
80 80 80 1228118 876100 2 0 
88 88 88 1608311 1157890 2 0 
96 96 96 2085748 1494616 2 0 
104 104 104 2646217 1892638 2 0 
112 112 112 3285268 2354014 2 0 
120 120 120 4014371 2885014 2 0 
128 128 128 4876446 3490534 2 0 
2 2 2 8409 2432 3 0 
3 3 3 8990 2722 3 0 
4 4 4 7622 2211 3 0 
5 5 5 9011 2874 3 0 
6 6 6 9167 3017 3 1 
7 7 7 9781 3160 3 1 
8 8 8 9223 3040 3 0 
9 9 9 11305 4030 3 1 
10 10 10 11538 4224 3 1 
11 11 11 11849 4418 3 1 
12 12 12 11257 4277 3 0 
13 13 13 22339 10728 3 0 
14 14 14 23816 11576 3 0 
15 15 15 25286 12456 3 0 
16 16 16 19560 10141 3 0 
17 17 17 23358 12834 3 0 
18 18 18 24424 13554 3 0 
19 19 19 24797 14018 3 0 
20 20 20 24909 14247 3 0 
21 21 21 29855 17450 3 0 
22 22 22 30814 18144 3 0 
23 23 23 31698 18838 3 0 
24 24 24 32305 19169 3 0 
25 25 25 59192 36620 3 0 
26 26 26 61985 38364 3 0 
27 27 27 64741 40140 3 0 
28 28 28 55329 36509 3 0 
29 29 29 64358 42662 3 0 
30 30 30 66206 44009 3 0 
31 31 31 68569 45356 3 0 
32 32 32 70293 46340 3 0 
33 33 33 86596 56259 3 0 
34 34 34 88736 58082 3 0 
35 35 35 90749 59919 3 0 
