MACHINE,MODE,BATCH_SIZE,OPERATION,RUNNING TIME,LOG TIME,NOTE
Chihang Laptop,CPU,5,pool1,2.9189586639404297,2015-07-07 08:09:12.663709,
Chihang Laptop,CPU,5,data,3.9210319519042969,2015-07-07 08:09:12.663709,
Chihang Laptop,GPU,6,mean step time,34.236351648966469,2015-07-07 08:09:20.846999,
Chihang Laptop,GPU,6,loss,0.368038813273112,2015-07-07 08:09:20.846999,
Chihang Laptop,GPU,6,relu1,0.50195058186848962,2015-07-07 08:09:20.846999,
Chihang Laptop,GPU,6,ip2,0.48240025838216144,2015-07-07 08:09:20.846999,
Chihang Laptop,GPU,6,conv2,5.4043928782145185,2015-07-07 08:09:20.846999,
Chihang Laptop,GPU,6,conv1,7.2420438130696612,2015-07-07 08:09:20.846999,
Chihang Laptop,GPU,6,ip1,2.8045972188313804,2015-07-07 08:09:20.846999,
Chihang Laptop,GPU,6,first step time,7946.192979812622,2015-07-07 08:09:20.846999,
Chihang Laptop,GPU,6,pool2,2.8636455535888672,2015-07-07 08:09:20.846999,
Chihang Laptop,GPU,6,pool1,5.6069691975911455,2015-07-07 08:09:20.846999,
Chihang Laptop,GPU,6,data,14.352003733317057,2015-07-07 08:09:20.846999,
Chihang Laptop,CPU,6,mean step time,14.614025751749674,2015-07-07 08:09:27.253312,
Chihang Laptop,CPU,6,loss,0.15338261922200522,2015-07-07 08:09:27.253312,
Chihang Laptop,CPU,6,relu1,0.19431114196777344,2015-07-07 08:09:27.253312,
Chihang Laptop,CPU,6,ip2,0.17237663269042969,2015-07-07 08:09:27.253312,
Chihang Laptop,CPU,6,conv2,2.9513041178385415,2015-07-07 08:09:27.253312,
Chihang Laptop,CPU,6,conv1,4.3806234995524092,2015-07-07 08:09:27.253312,
Chihang Laptop,CPU,6,ip1,0.84455808003743493,2015-07-07 08:09:27.253312,
Chihang Laptop,CPU,6,first step time,6295.61185836792,2015-07-07 08:09:27.253312,
Chihang Laptop,CPU,6,pool2,1.0677178700764973,2015-07-07 08:09:27.253312,
Chihang Laptop,CPU,6,pool1,3.4809907277425132,2015-07-07 08:09:27.253312,
Chihang Laptop,CPU,6,data,4.592021306355794,2015-07-07 08:09:27.253312,
Chihang Laptop,GPU,7,mean step time,37.31497128804525,2015-07-07 08:09:35.455539,
Chihang Laptop,GPU,7,loss,0.36136309305826825,2015-07-07 08:09:35.455539,
Chihang Laptop,GPU,7,relu1,0.50091743469238281,2015-07-07 08:09:35.455539,
Chihang Laptop,GPU,7,ip2,0.48828125,2015-07-07 08:09:35.455539,
Chihang Laptop,GPU,7,conv2,5.8554013570149737,2015-07-07 08:09:35.455539,
Chihang Laptop,GPU,7,conv1,7.980744043986002,2015-07-07 08:09:35.455539,
Chihang Laptop,GPU,7,ip1,2.8630097707112632,2015-07-07 08:09:35.455539,
Chihang Laptop,GPU,7,first step time,7946.5651512146,2015-07-07 08:09:35.455539,
Chihang Laptop,GPU,7,pool2,2.8804143269856772,2015-07-07 08:09:35.455539,
Chihang Laptop,GPU,7,pool1,6.0640176137288408,2015-07-07 08:09:35.455539,
Chihang Laptop,GPU,7,data,15.861908594767254,2015-07-07 08:09:35.455539,
Chihang Laptop,CPU,7,mean step time,16.486724217732746,2015-07-07 08:09:41.871661,
Chihang Laptop,CPU,7,loss,0.20035107930501303,2015-07-07 08:09:41.871661,
Chihang Laptop,CPU,7,relu1,0.18207232157389322,2015-07-07 08:09:41.871661,
Chihang Laptop,CPU,7,ip2,0.17658869425455728,2015-07-07 08:09:41.871661,
Chihang Laptop,CPU,7,conv2,3.3433437347412109,2015-07-07 08:09:41.871661,
Chihang Laptop,CPU,7,conv1,4.9357414245605469,2015-07-07 08:09:41.871661,
Chihang Laptop,CPU,7,ip1,0.90559323628743493,2015-07-07 08:09:41.871661,
Chihang Laptop,CPU,7,first step time,6294.623851776123,2015-07-07 08:09:41.871661,
Chihang Laptop,CPU,7,pool2,1.1312166849772136,2015-07-07 08:09:41.871661,
Chihang Laptop,CPU,7,pool1,3.8122336069742837,2015-07-07 08:09:41.871661,
Chihang Laptop,CPU,7,data,5.1690737406412763,2015-07-07 08:09:41.871661,
Chihang Laptop,GPU,8,mean step time,40.359338124593101,2015-07-07 08:09:50.091161,
Chihang Laptop,GPU,8,loss,0.36493937174479169,2015-07-07 08:09:50.091161,
Chihang Laptop,GPU,8,relu1,0.503381093343099,2015-07-07 08:09:50.091161,
Chihang Laptop,GPU,8,ip2,0.49304962158203125,2015-07-07 08:09:50.091161,
Chihang Laptop,GPU,8,conv2,6.2800248463948565,2015-07-07 08:09:50.091161,
Chihang Laptop,GPU,8,conv1,8.7130069732666016,2015-07-07 08:09:50.091161,
Chihang Laptop,GPU,8,ip1,2.82438596089681,2015-07-07 08:09:50.091161,
Chihang Laptop,GPU,8,first step time,7945.470094680786,2015-07-07 08:09:50.091161,
Chihang Laptop,GPU,8,pool2,2.9069582621256509,2015-07-07 08:09:50.091161,
Chihang Laptop,GPU,8,pool1,6.5306822458902998,2015-07-07 08:09:50.091161,
Chihang Laptop,GPU,8,data,17.374038696289062,2015-07-07 08:09:50.091161,
Chihang Laptop,CPU,8,mean step time,16.929308573404949,2015-07-07 08:09:56.520201,
Chihang Laptop,CPU,8,loss,0.15425682067871094,2015-07-07 08:09:56.520201,
Chihang Laptop,CPU,8,relu1,0.18366177876790366,2015-07-07 08:09:56.520201,
Chihang Laptop,CPU,8,ip2,0.18159548441569009,2015-07-07 08:09:56.520201,
Chihang Laptop,CPU,8,conv2,3.7593841552734375,2015-07-07 08:09:56.520201,
Chihang Laptop,CPU,8,conv1,5.6170622507731123,2015-07-07 08:09:56.520201,
Chihang Laptop,CPU,8,ip1,0.94350179036458337,2015-07-07 08:09:56.520201,
Chihang Laptop,CPU,8,first step time,6298.473119735718,2015-07-07 08:09:56.520201,
Chihang Laptop,CPU,8,pool2,1.2257099151611328,2015-07-07 08:09:56.520201,
Chihang Laptop,CPU,8,pool1,4.3961207071940107,2015-07-07 08:09:56.520201,
Chihang Laptop,CPU,8,data,5.8389504750569658,2015-07-07 08:09:56.520201,
Chihang Laptop,GPU,9,mean step time,43.382962544759117,2015-07-07 08:10:04.772011,
Chihang Laptop,GPU,9,loss,0.36541620890299481,2015-07-07 08:10:04.772011,
Chihang Laptop,GPU,9,relu1,0.51005681355794275,2015-07-07 08:10:04.772011,
Chihang Laptop,GPU,9,ip2,0.49773852030436194,2015-07-07 08:10:04.772011,
Chihang Laptop,GPU,9,conv2,6.7195892333984375,2015-07-07 08:10:04.772011,
