MACHINE,MODE,BATCH_SIZE,OPERATION,RUNNING TIME,LOG TIME,NOTE
Chihang Laptop,CPU,40,first step time,165220.84784507751,2015-07-07 12:01:02.176810,
Chihang Laptop,CPU,40,norm2,34.922043482462563,2015-07-07 12:01:02.176810,
Chihang Laptop,CPU,40,pool3,1.4426708221435547,2015-07-07 12:01:02.176810,
Chihang Laptop,CPU,40,pool2,36.265850067138672,2015-07-07 12:01:02.176810,
Chihang Laptop,CPU,40,pool1,146.90272013346353,2015-07-07 12:01:02.176810,
Chihang Laptop,CPU,40,data,177.40162213643393,2015-07-07 12:01:02.176810,
Chihang Laptop,CPU,40,norm1,131.20667139689127,2015-07-07 12:01:02.176810,
Chihang Laptop,GPU,50,mean step time,411.63738568623859,2015-07-07 12:03:57.104329,
Chihang Laptop,GPU,50,loss,0.522613525390625,2015-07-07 12:03:57.104329,
Chihang Laptop,GPU,50,pool1_relu1_0_split,103.32886377970378,2015-07-07 12:03:57.104329,
Chihang Laptop,GPU,50,relu3,2.2960503896077475,2015-07-07 12:03:57.104329,
Chihang Laptop,GPU,50,relu2,39.582729339599609,2015-07-07 12:03:57.104329,
Chihang Laptop,GPU,50,relu1,105.79927762349446,2015-07-07 12:03:57.104329,
Chihang Laptop,GPU,50,conv3,31.30300839742025,2015-07-07 12:03:57.104329,
Chihang Laptop,GPU,50,conv2,85.357109705607101,2015-07-07 12:03:57.104329,
Chihang Laptop,GPU,50,conv1,139.58358764648438,2015-07-07 12:03:57.104329,
Chihang Laptop,GPU,50,ip1,0.95089276631673181,2015-07-07 12:03:57.104329,
Chihang Laptop,GPU,50,first step time,170454.41722869873,2015-07-07 12:03:57.104329,
Chihang Laptop,GPU,50,norm2,35.191377003987633,2015-07-07 12:03:57.104329,
Chihang Laptop,GPU,50,pool3,1.9589265187581382,2015-07-07 12:03:57.104329,
Chihang Laptop,GPU,50,pool2,37.129322687784828,2015-07-07 12:03:57.104329,
Chihang Laptop,GPU,50,pool1,110.02302169799805,2015-07-07 12:03:57.104329,
Chihang Laptop,GPU,50,data,273.94628524780273,2015-07-07 12:03:57.104329,
