MACHINE,MODE,BATCH_SIZE,OPERATION,RUNNING TIME,LOG TIME,NOTE
Jetson TK1,GPU,80,data,32.690525054931641,2015-07-07 17:40:08.263148,
Jetson TK1,CPU,80,mean step time,408.9210033416748,2015-07-07 17:40:29.322970,
Jetson TK1,CPU,80,loss,0.637054443359375,2015-07-07 17:40:29.322970,
Jetson TK1,CPU,80,relu1,1.2825727462768555,2015-07-07 17:40:29.322970,
Jetson TK1,CPU,80,ip2,0.95844268798828125,2015-07-07 17:40:29.322970,
Jetson TK1,CPU,80,conv2,112.04898357391357,2015-07-07 17:40:29.322970,
Jetson TK1,CPU,80,conv1,164.05355930328369,2015-07-07 17:40:29.322970,
Jetson TK1,CPU,80,ip1,17.854928970336914,2015-07-07 17:40:29.322970,
Jetson TK1,CPU,80,first step time,18642.096042633057,2015-07-07 17:40:29.322970,
Jetson TK1,CPU,80,pool2,21.644473075866699,2015-07-07 17:40:29.322970,
Jetson TK1,CPU,80,pool1,121.071457862854,2015-07-07 17:40:29.322970,
Jetson TK1,CPU,80,data,145.46859264373779,2015-07-07 17:40:29.322970,
Jetson TK1,GPU,85,mean step time,85.070133209228516,2015-07-07 17:40:35.050625,
Jetson TK1,GPU,85,loss,3.1419992446899414,2015-07-07 17:40:35.050625,
Jetson TK1,GPU,85,relu1,3.6654472351074219,2015-07-07 17:40:35.050625,
Jetson TK1,GPU,85,ip2,3.5425424575805664,2015-07-07 17:40:35.050625,
Jetson TK1,GPU,85,conv2,20.594000816345215,2015-07-07 17:40:35.050625,
Jetson TK1,GPU,85,conv1,55.437088012695312,2015-07-07 17:40:35.050625,
Jetson TK1,GPU,85,ip1,6.2959194183349609,2015-07-07 17:40:35.050625,
Jetson TK1,GPU,85,first step time,4913.455009460449,2015-07-07 17:40:35.050625,
Jetson TK1,GPU,85,pool2,4.9649477005004883,2015-07-07 17:40:35.050625,
Jetson TK1,GPU,85,pool1,22.420048713684082,2015-07-07 17:40:35.050625,
Jetson TK1,GPU,85,data,41.025996208190918,2015-07-07 17:40:35.050625,
Jetson TK1,CPU,85,mean step time,456.47501945495605,2015-07-07 17:40:56.281907,
Jetson TK1,CPU,85,loss,0.64635276794433594,2015-07-07 17:40:56.281907,
Jetson TK1,CPU,85,relu1,1.3730525970458984,2015-07-07 17:40:56.281907,
Jetson TK1,CPU,85,ip2,0.99253654479980469,2015-07-07 17:40:56.281907,
Jetson TK1,CPU,85,conv2,119.62246894836426,2015-07-07 17:40:56.281907,
Jetson TK1,CPU,85,conv1,154.07800674438477,2015-07-07 17:40:56.281907,
Jetson TK1,CPU,85,ip1,19.021034240722656,2015-07-07 17:40:56.281907,
Jetson TK1,CPU,85,first step time,18733.837127685547,2015-07-07 17:40:56.281907,
Jetson TK1,CPU,85,pool2,22.887945175170898,2015-07-07 17:40:56.281907,
Jetson TK1,CPU,85,pool1,128.88097763061523,2015-07-07 17:40:56.281907,
Jetson TK1,CPU,85,data,155.03644943237305,2015-07-07 17:40:56.281907,
Jetson TK1,GPU,90,mean step time,83.640933036804199,2015-07-07 17:41:02.058625,
Jetson TK1,GPU,90,loss,4.1085481643676758,2015-07-07 17:41:02.058625,
Jetson TK1,GPU,90,relu1,4.230499267578125,2015-07-07 17:41:02.058625,
Jetson TK1,GPU,90,ip2,4.0349960327148438,2015-07-07 17:41:02.058625,
Jetson TK1,GPU,90,conv2,20.95341682434082,2015-07-07 17:41:02.058625,
Jetson TK1,GPU,90,conv1,46.32103443145752,2015-07-07 17:41:02.058625,
Jetson TK1,GPU,90,ip1,5.793452262878418,2015-07-07 17:41:02.058625,
Jetson TK1,GPU,90,first step time,4969.1619873046875,2015-07-07 17:41:02.058625,
Jetson TK1,GPU,90,pool2,4.9669742584228516,2015-07-07 17:41:02.058625,
Jetson TK1,GPU,90,pool1,22.614121437072754,2015-07-07 17:41:02.058625,
